Name,Country,priority_rank,area_km2,percentage_protected,mean_HII,priority_set
Naternaq (Lersletten),Greenland (to Denmark),9763,967.74,88.98,4,0
Itinneq,Greenland (to Denmark),9764,131.67,0,4,0
Dalrymple Rock,Greenland (to Denmark),9765,8.07,0,4,0
Sydkap Ice Field,Canada,9766,50.22,0,4,0
Middle Back River,Canada,9767,1150.53,7.41,0.13,0
Taateraat in Evighedsfjorden,Greenland (to Denmark),9768,4.2,0,4,0
Sibiryakova island,Russia (Asian),9769,807.22,95.71,4,0
Søndre Isortoq,Greenland (to Denmark),9770,20.02,0,4,0
Ikkattoq fjord and islands,Greenland (to Denmark),9771,283.74,88.36,4,0
Sokolino-Kasplyanskaya area,Russia (European),9772,230.5,0,13.8,0
Bañados del Arroyo Chucul y Reserva Natural de Fauna Laguna La Felipa,Argentina,9773,478.48,6.63,18.07,0
Inglefield Mountains,Canada,9774,4074.5,0,2.62,0
Great Plain of the Koukdjuak,Canada,9775,13272.84,52.63,1.56,0
Banks Island Migratory Bird Sanctuary,Canada,9776,19848.57,97.53,0.76,0
East Bay/Native Bay,Canada,9777,2644.88,33.7,3.77,0
Rasmussen Lowlands,Canada,9778,5546.17,24.32,2.17,0
Reserva Provincial de Usos Múltiples Federico Wildermuth,Argentina,9779,113.88,0,22.98,0
Lagunas de Guanacache,Argentina,9780,1307.38,98.44,14.05,0
Cuesta del Totoral,Argentina,9781,121.74,0,11.02,0
Bañado de Añatuya,Argentina,9782,1249.06,0,17.44,0
Cape Vera,Canada,9783,352.59,0,4,0
Sierras de Guasayán,Argentina,9784,600.92,0,10.46,0
Foxe Basin Islands,Canada,9785,11824.03,0,2.39,0
Baillarge Bay,Canada,9786,91.43,66.57,4,0
Blow River Delta (Shingle Point to Tent Island),Canada,9787,350.13,0,4.05,0
Lisburne Peninsula Marine,USA,9788,48.45,53.85,4,0
Babbage and Spring River Deltas,Canada,9789,265.4,60.26,6.73,0
Coats Island/Cape Pembroke,Canada,9790,1603.33,0,3.21,0
Saunders island,Greenland (to Denmark),9791,64.77,0,4,0
Akpatok Island,Canada,9792,890.86,0,4,0
Booth Sund area,Greenland (to Denmark),9793,210.8,0,4,0
Hobhouse Inlet,Canada,9794,40.52,0,4,0
Digges Sound,Canada,9795,518.45,0,4,0
Coastline from Robertson fjord to Foulke Fjord,Greenland (to Denmark),9796,874.73,0,3.93,0
Harrowby Bay,Canada,9797,921.49,0,4,0
Northumberland island,Greenland (to Denmark),9798,248.95,0,4,0
Bezymyannaya and Gribovaya Bays and adjoining waters,Russia (European),9799,1401.12,0,3.36,0
Khara-Tumus peninsula and Nordvik bay,Russia (Asian),9800,1480.83,17.35,9.05,0
Fish-ponds in the Waldviertel,Austria,9801,133.87,94.92,24.49,0
Cape Liddon,Canada,9802,19.13,0,4,0
Colville River Delta Marine,USA,9803,217.04,0,6.78,0
Littleton island and nearby islets,Greenland (to Denmark),9804,38.21,0,4,0
Kaz'jany,Belarus,9805,364.98,96.8,16.51,0
Servač,Belarus,9806,158.08,88.74,19.15,0
Halubickaja Pušča,Belarus,9807,302.16,88.9,21.92,0
Biarezinski zapaviednik,Belarus,9808,942.25,97.89,21.33,0
Vydryca,Belarus,9809,300.04,70.17,21.82,0
Cape Parry,Canada,9810,23.35,14.99,4,0
Queen Maud Gulf,Canada,9811,54972.48,99.98,1.43,0
Pededze forest and Parabaine,Latvia,9812,230.99,99.19,16.68,0
Räpina polder,Estonia,9812,36.34,95,25.43,0
Misso,Estonia,9812,86.73,95.75,13.38,0
Orlovas bog,Latvia,9815,59.98,96.87,16.2,0
Lubans and fish-ponds,Latvia,9816,202.13,95.33,18.1,0
Zabolotje bogs,Latvia,9817,81.47,97.67,15.62,0
Asvieja,Belarus,9818,311.16,88.88,21.51,0
Čyrvony Bor,Belarus,9819,444.81,88.72,16.46,0
Augsdaugava,Latvia,9820,496.44,98.83,38.3,0
Piatra Şoimului - Scorţeni - Gârleni,Romania,9821,455.56,97.41,31.49,0
Biarezina-Hajna,Belarus,9822,272.93,3.66,21.15,0
Hronava,Belarus,9823,24.53,0,30.8,0
Brycalavičskaja Pušča,Belarus,9824,347.08,88.75,22.1,0
Baraolt Mountains - Bodoc,Romania,9825,811.07,98.23,25.82,0
Prostyr,Belarus,9826,358.37,3.77,15.56,0
Braslav lakes,Belarus,9827,207.77,95.33,28.15,0
Cikiny astravy,Belarus,9828,110.76,59.64,22.94,0
Balota Jel'nia,Belarus,9829,350.5,91.66,20.79,0
Dražbitka-Svina,Belarus,9830,155.62,72.5,14,0
Bogata forest,Romania,9831,730.76,36.69,24.67,0
Dumbrăviţa - Rotbav - Măgura Codlei,Romania,9832,112.85,97.87,27.02,0
Pcič floodplain,Belarus,9833,227.54,0,15.9,0
Cozia - Buila - Vânturariţa,Romania,9834,498.94,68.42,18.77,0
Janka river floodplain,Belarus,9835,320.78,43.87,18.52,0
Middle Mackenzie River Islands,Canada,9836,3345.21,0,4.17,0
Qeqertaarsuit (Ederfugleøer),Greenland (to Denmark),9837,3.21,0,4,0
Ciuc Depression,Romania,9838,771.76,97.84,31.03,0
Dealurile Târnavelor - Valea Nirajului,Romania,9839,1151.92,99.38,24.4,0
Agricultural land near the Kalvarija settlement,Lithuania,9840,357.08,79.24,23.61,0
Merenkurkku archipelago,Finland,9841,94.63,86.9,18.36,0
South Flaherty Islands,Canada,9842,36.7,0,4,0
Hohe Geest near Himbergen / Bad Bodenteich,Germany,9843,223.92,41.66,24.34,0
Defileul Superior al Mureşului,Romania,9844,477.29,87.19,25.21,0
Beaufort Sea Nearshore,USA,9845,935.97,27.36,12.99,0
Mackenzie River Delta,Canada,9846,2232.14,14.98,6.73,0
Murukta depression,Russia (Asian),9847,3430.2,0,5.2,0
Zuvintas Biosphere Reserve,Lithuania,9848,238.05,98.32,23.99,0
Baldieriskis forest,Lithuania,9849,71.91,77.78,27.39,0
Vishtynetski (Red) forest,Russia (European),9850,364.71,97.81,26.31,0
Warmia Site,Poland,9851,1618.62,99.63,25.09,0
Satopy-Samulewo Site,Poland,9852,32.31,81.25,29.3,0
Tselau bog system,Russia (European),9853,161.75,0,24.33,0
Jaktorow and Krasnicza Wola Fishponds,Poland,9854,31.7,6.67,21.17,0
Pilica River Valley,Poland,9855,553.15,99.61,21.84,0
Kostrzyn River Valley,Poland,9855,245.08,99.14,23.66,0
Lower Wieprz River Valley,Poland,9855,245.97,98.26,24.61,0
Parczew forests,Poland,9858,179.79,97.62,25.87,0
Kozienicka Forest,Poland,9859,836.46,40.57,22.66,0
Peatbogs at Wieprz River,Poland,9860,38.79,50.06,19.97,0
Por River Valley,Poland,9861,121.83,51.81,24.73,0
Janów forests,Poland,9862,713.29,96.94,26.82,0
Bogged meadows at Ezerelis exploited peatbog,Lithuania,9863,13.87,0,24.37,0
Hurghada archipelago,Egypt,9864,88.53,41.34,NA,0
Lower San River Valley,Poland,9865,525.8,77.89,35.98,0
Swietokrzyskie Vistula River Valley,Poland,9866,129.08,98.31,45.27,0
Podişul Hârtibaciului,Romania,9867,2651.76,99.91,20.2,0
Sieniawa Forest,Poland,9868,1141.68,55.4,22.59,0
Main valley and Steiger foothills near Schweinfurt and Volkach,Germany,9869,126.28,91.22,39.41,0
Vyshnja river valley,Ukraine,9870,19.99,0,27.42,0
Hakluyt island,Greenland (to Denmark),9871,7.5,0,4,0
Przemysl Plateau,Poland,9872,742.96,99.4,15.54,0
Chonovyny marsh,Ukraine,9873,84.91,0,27.47,0
Slonne Mountains,Poland,9874,714.81,99.69,15,0
South-eastern Alb and Upper Danube valley,Germany,9875,1228.15,88.22,25.15,0
Vânători - Neamţ,Romania,9876,681.18,64.91,22.06,0
Kotzebue Sound 163W66N,USA,9877,1.4,0,4,0
Ruunaa,Finland,9878,194.23,96.82,8.79,0
Arkhangelskaya Bay,Russia (European),9879,92.52,0,4,0
Teici and Pelecare bogs,Latvia,9880,396.13,99.05,19.78,0
Ceahlă Mountains,Romania,9881,272.53,86.2,15.52,0
Giurgeu Depression,Romania,9882,1222.48,96.92,35.48,0
Polesski Forest,Russia (European),9883,669.6,35.16,24.95,0
Spodnja Sava,Slovenia,9884,76.65,90.63,38.76,0
Vrancea Mountains,Romania,9885,793.4,62.18,17.03,0
Mândra wetlands,Romania,9886,26.38,63.63,37.63,0
Buhuşu reservoir - Bacău - Tătărăşti,Romania,9887,230.05,78.43,38.81,0
Miheşu de Câmpie-Taureni fish-ponds,Romania,9888,134.77,52.62,32.44,0
Iernut fishponds - Cipău,Romania,9889,35.57,80,35.48,0
Nemanski forest,Russia (European),9890,307.9,15.37,21.96,0
Metaliferi Mountains,Romania,9891,460.92,85.48,23.03,0
Mount Lyndhurst,Australia,9892,148.76,0,0.98,0
Dealurile Homoroadelor,Romania,9893,712.84,73.58,25.73,0
Dealurile Nordice ale Munţilor Făgăraş,Romania,9894,1122.59,84.81,31.15,0
Râului Negru valley,Romania,9895,543.96,38.33,28.38,0
Bulloo Floodplain,Australia,9896,10775.83,20.4,1.1,0
Nalibockaja Pušča,Belarus,9897,981.69,85.36,19.11,0
Gregory National Park,Australia,9898,13820.74,99.83,1.38,0
Tarrabool Lake-Eva Downs Swamp System,Australia,9899,1434.48,0,1.57,0
Gammon Ranges and Arkaroola,Australia,9900,2253.53,67,3.54,0
Lake Galilee,Australia,9901,480.64,0,1.8,0
Simpson Desert,Australia,9902,25015.35,99.94,0,0
Cooper Floodplain Below Windorah,Australia,9903,2036,0,1.04,0
Krakovo forest and Šentjernej plain,Slovenia,9904,206.14,96.51,23.33,0
Ferjubakkaflói-Nordurá,Iceland,9905,191.9,17.72,12.43,0
M'Clintock Bay to Lewes River Marsh,Canada,9906,199.64,22.88,9.44,0
Suomenoja,Finland,9907,3.43,0,45.78,0
Lake Sylvester System,Australia,9908,2668.43,0,0.86,0
Hay and Zama Lakes,Canada,9909,638.79,91.35,9.2,0
Karula,Estonia,9910,205.97,98.21,11.29,0
Abeli,Latvia,9911,66.65,97.14,18.77,0
A part of the Vasaknos fish-farm,Lithuania,9912,9.7,40,18.11,0
Initial area of Aukstaitija NP,Lithuania,9913,395.04,96.55,15.13,0
Pabrade military training area,Lithuania,9914,41.4,85.71,18,0
Asveja Regional Park,Lithuania,9914,189.34,98.96,23.24,0
Geledne forest,Lithuania,9916,55.32,60.72,23.47,0
"A  complex of Rokantiskes, Bezdonys, Buzaraistis and neighbouring forests",Lithuania,9917,53.61,59.27,25.44,0
Wetland complex of the Baltoji Voke fish-farm with neighbouring turbary and lake Papis,Lithuania,9918,49.99,92,14.09,0
Zachodniaja Biarezina,Belarus,9919,113.79,12.49,24.04,0
Ščara floodplain,Belarus,9920,77.07,62.17,18.02,0
Haardtrand,Germany,9921,502.31,81.67,22.38,0
Western Waldviertel,Austria,9922,475.78,83.26,21.5,0
Úthérad,Iceland,9923,547.83,0,6.89,0
Upper Toggenburg and Säntis,Switzerland,9924,493.59,56.86,22.83,0
Granite Downs,Australia,9925,680.78,0,8.27,0
Cardinal Lake,Canada,9926,72.69,0,11.54,0
Pelican Lake (Alberta),Canada,9927,81.25,0,0,0
Kazan Lake,Canada,9928,198.59,0,4.52,0
Massif du mont Gosford,Canada,9929,111.37,15.22,11.17,0
Lesser Slave Lake PP,Canada,9930,1060.48,17.29,11.29,0
Battures de Beauport and chenal de l'île d'Orléans,Canada,9931,39.99,70.59,48.74,0
Saint-Vallier,Canada,9932,4.7,50,35.64,0
Lavalleé Lake,Canada,9933,90.4,88.9,1.27,0
Fraser Lake,Canada,9934,50.49,8.01,23.54,0
Kaweenakumik Lake,Canada,9935,99.84,0,4.29,0
Lake St. Martin Islands,Canada,9936,145.23,0,13.02,0
"North, West, and East Shoal Lakes",Canada,9937,173.29,0,8.97,0
Cayes à Meck,Canada,9938,6.6,0,12.51,0
Oak Hammock Marsh WMA,Canada,9939,101.38,71.74,21.3,0
Île Nue de Mingan,Canada,9940,2.2,0,NA,0
Grant's Lake WMA,Canada,9941,28.73,38.46,19.17,0
Île aux Basques et Les Razades,Canada,9942,2.3,0,35.16,0
Marais de la baie de L'Isle-Verte,Canada,9943,32.23,50,27.37,0
Jura mountains of Baselland - Solothurn,Switzerland,9944,497.93,38.32,32.91,0
Cap Tourmente,Canada,9945,39.84,82.35,47.95,0
Montmagny,Canada,9946,2.35,0,41.41,0
Kouchibouguac NP Sand Islands,Canada,9947,301.42,82.81,29.02,0
Mills Lake,Canada,9948,568.9,0,0.75,0
Primrose Lake,Canada,9949,940.78,40.08,2.94,0
"Shallow Bay, Big Slough and Swan Lake",Canada,9950,180.65,0,9.53,0
Whooping Crane Nesting Area and Summer Range,Canada,9951,9642.21,97.14,2.82,0
Lower Mackenzie River Islands,Canada,9952,3307.67,0,1.89,0
Utikuma and Utikumasis Lakes,Canada,9953,555.98,0,11.48,0
"Stuart, Tachie and Middle Rivers",Canada,9954,353.72,55.74,11.21,0
Akimiski Island,Canada,9955,1793.29,74.18,3.94,0
Beaver Lake,Canada,9956,841.05,0,2.78,0
Netley-Libau Marsh,Canada,9957,322.99,5.45,16.1,0
Grande Prairie - Trumpeter Swan IBA,Canada,9958,1434.77,2.19,25.7,0
Linnansaari,Finland,9959,14.48,88.9,15,0
Ahmasjärvi lake,Finland,9959,14.74,70,15.71,0
Rumala-Kuvaja-Oudonrimmet,Finland,9961,93.93,96.82,9.79,0
Haapavesi wetlands,Finland,9962,82.3,69.1,16.21,0
Talaskangas,Finland,9963,98.11,90.76,8.46,0
Kasakeemeemisekak Islands,Canada,9964,8.6,50.03,0,0
Czarna River Valley,Poland,9965,682.23,93.04,17.38,0
Troitskoye lake,Russia (Asian),9966,80.33,98.31,8.01,0
Oulu region wetlands,Finland,9967,568.6,32.82,37.34,0
Carey islands,Greenland (to Denmark),9968,11.86,0,4,0
Marais de Pointe-au-Père,Canada,9969,15.98,0,42.27,0
Cape Henrietta Maria,Canada,9970,464.85,97.47,4,0
Nürnberger Reichswald,Germany,9971,645.07,99.31,35.86,0
Tawuoryhe Sebkha,Libya,9972,1135.39,0,26.68,0
Baie des Escoumins et Grandes-Bergeronnes,Canada,9973,235.65,6.8,22.49,0
Peace-Athabasca Delta,Canada,9974,5426.48,85.88,1.51,0
Markarfljótsaurar,Iceland,9975,293.26,0,12.57,0
Nordenshel'da archipelago,Russia (Asian),9976,1268.36,99.74,4,0
Novosibirski archipelago,Russia (Asian),9977,36099.16,100,NA,0
Marais de Gros-Cacouna,Canada,9978,29.98,7.68,32.99,0
"Mittlere Schwäbische Alb with Albuch, Härtsfeld and Schmiechener See",Germany,9979,2920.01,88.14,23.04,0
Preobrazheniya island,Russia (Asian),9980,7.28,0,4,0
Kjoveland,Greenland (to Denmark),9981,205.26,68.58,2.12,0
Maaninka wetlands,Finland,9982,87.05,30.33,18.91,0
Alajoki,Finland,9983,14.02,0,20.2,0
Nemunas River between Smalininkai & Kulautuva settlements,Lithuania,9984,218.9,97.3,29.75,0
Outokumpu and Kaavi oligotrophic lakes,Finland,9985,129.06,8.55,15.97,0
Sundominlahti Bay and Söderfjärden,Finland,9986,49.98,93.74,36.26,0
Viklinrimpi,Finland,9987,54.83,80.01,12.01,0
Keski-Kallavesi and Kuhanen Lake,Finland,9988,1.57,0,15.09,0
Outokumpu wetlands,Finland,9988,33.16,95.24,25.44,0
Lålby fields,Finland,9990,12.82,62.5,35.41,0
Northeast Svalbard Nature Reserve,Svalbard and Jan Mayen Islands (to Norway),9991,17881.09,99.98,3.94,0
Lapväärti wetlands,Finland,9992,27.32,58.79,18.8,0
Dahner Felsenland,Germany,9993,308.53,94.16,22.51,0
Vulkaneifel,Germany,9994,169.39,83.13,18.54,0
Vorland of the Mittlere Schwäbische Alb,Germany,9995,447.64,82.76,35.5,0
"Danube valley: Neu-Ulm - Lauingen incl. Faiminger Stausee, Donau-Moos, and Gundelfinger Moos",Germany,9996,139.2,96.72,41.01,0
Central Black Forest,Germany,9997,1083.14,86.64,22.53,0
Ingerkinger Moore and adjoining forests,Germany,9998,50.45,49.99,25.57,0
Massif des Vosges: Hautes Vosges,France,9999,1063.07,96.96,30.2,0
Meadows and lakes in the foreland of the Alps in Salzburg and Upper Austria,Austria,10000,83,55.55,18.76,0
Piora - Dötra,Switzerland,10001,156.27,60.61,18.13,0
Lower valley of the Gail,Austria,10002,61.53,69.22,34.94,0
Central Valais between Sierre and Visp,Switzerland,10003,370.69,76.28,30.16,0
"Westlicher Hintertaunus, incl. Gemmerich (Nastätter-Miehlener Senke)",Germany,10004,136.49,35.47,24.7,0
Maggia valley,Switzerland,10005,207.02,27.58,17.93,0
Gran Paradiso,Italy,10006,1320.11,89.26,33.57,0
Malchamps,Belgium,10007,515.3,73.2,23.56,0
Kokkola and Kälviä archipelago,Finland,10008,19.68,53.85,19.3,0
Northern Kalkalpen,Austria,10009,1516.75,59.56,19.4,0
Styrian Enns valley,Austria,10010,125.44,94.45,35.11,0
Sudety Wałbrzysko-Kamiennogorskie Mountains,Poland,10011,729.89,74.95,25.61,0
Plateaux agricoles des environs de Frencq,France,10012,155.26,42.22,33.61,0
Mittelrheinisches Becken with Laacher See and Thürer Wiesen,Germany,10013,21.95,69.97,40.59,0
Elblag Height,Poland,10014,456.94,88.09,32.16,0
Forêt de Chaux,France,10015,304.71,98.46,32.13,0
Ørsted Dal and Coloradodal,Greenland (to Denmark),10016,716.22,0,1.8,0
Sinémurienne,Belgium,10017,419.06,92.02,23.88,0
Silvretta and Verwall,Austria,10018,401.42,45,20.64,0
Schneifel,Germany,10019,167.17,75.01,20.13,0
Southern Sandstone-Odenwald,Germany,10020,288.06,82.17,20.45,0
Nordpfälzer Bergland and surroundings (Schalloden-bach to Bechenheim),Germany,10021,320.79,29.84,23.47,0
Val de Chiers et environs de Spincourt,France,10022,284.51,18.13,29.16,0
Bazoncourt-Vigy,France,10023,195.87,1.15,31.26,0
Salzach valley,Austria,10024,85.25,73.03,30.55,0
Lower course of the Traun,Austria,10025,126.49,87.28,43.48,0
Kaiserstuhl,Germany,10026,128.75,98.22,30.46,0
Federseeried,Germany,10027,73.6,90.63,21.36,0
Danube valley Scheer-Zwiefaltendorf,Germany,10028,110.33,93.75,36.79,0
Storage lakes on the lower Inn,Austria,10029,22.9,49.98,30.17,0
Forest of Herrnhut,Germany,10030,28.13,53.85,27.72,0
Oak-hornbeam forests in the Odra valley,Poland,10031,351.55,97.53,36.96,0
Tyrolian Lech valley,Austria,10032,288.9,70.98,26.24,0
Niedere Tauern,Austria,10033,2826.69,78.38,22.81,0
Riede in the northern Rhein valley,Austria,10034,39.57,94.12,51.63,0
Vallée de la Meuse,France,10035,424.31,90.99,28.77,0
Schwetzinger and Hockenheimer Hardt,Germany,10036,60.56,96.3,48.71,0
Ober-Hilbersheimer Plateau,Germany,10037,82.04,83.78,29.29,0
Upper Valley of the Sure,Luxembourg,10038,93.14,97.62,14.52,0
Hohe Tauern National Park,Austria,10039,2370.21,99.6,18.36,0
Demervallei,Belgium,10040,162.52,98.67,39.95,0
Slope forests in the Klostertal,Austria,10040,74.92,96.88,21.74,0
Labské pískovce sandstones,Czech Republic,10042,493.31,98.24,31.31,0
Königsholz of Niederoderwitz,Germany,10043,19.51,77.77,26.47,0
Stobrawa Watershed,Poland,10044,434.1,98.5,24.49,0
Dorset Heaths and Forests,United Kingdom,10045,341.91,94.91,35.64,0
Hambacher Forst,Germany,10046,47.78,68.17,39.14,0
De Dijlevallei,Belgium,10047,32.62,93.34,44.98,0
Mittelsiegbergland,Germany,10047,424.19,99.49,21.9,0
Vallée de la Dyle,Belgium,10049,45.75,95.24,48.33,0
Poole Harbour,United Kingdom,10049,56.69,96.16,61.37,0
Karkonosze Mountains,Poland,10049,287.27,99.24,27.52,0
"Oberwesterwald, incl. Westerwald lake area and Neunkhausener Plateau",Germany,10052,631.53,93.77,25.47,0
Hautes Fagnes/Eifel,Belgium,10053,966.91,95.46,28.65,0
Haldon Forest,United Kingdom,10054,74.27,70.58,38.9,0
Geyerscher Wald,Germany,10055,87.39,95,21.13,0
La Brévine and Les Ponts-de-Martel,Switzerland,10056,321.53,46,29.44,0
Bassin de la Haine,Belgium,10057,227.8,71.15,45.72,0
Novodomske raseliniste peatbog - Kovarska,Czech Republic,10058,275.81,99.2,32.29,0
Pori archipelago and wetlands,Finland,10059,95.02,65.53,25.07,0
Danube valley Untermarchtal-Ulm,Germany,10060,121.4,92.45,36.4,0
Confluent des vallées de la Meuse et de la Chiers,France,10061,120.39,83.33,33.74,0
Nahe valley,Germany,10062,413.64,97.3,25.68,0
Military training area Baumholder,Germany,10063,164.94,98.65,35.67,0
Côte Bajocienne,Belgium,10064,169.74,92.11,19.53,0
Slowinska Site,Poland,10065,127.33,96.87,18.52,0
Pasleka river valley,Poland,10066,414.7,98.54,32.14,0
Vistula Spit,Poland,10067,86.32,53.48,28.47,0
Druzno lake,Poland,10068,82.79,95.12,40.19,0
Bassin du Drugeon: Pontarlier-Frasne,France,10069,183.61,75.65,24.78,0
Lake Neuchâtel: southern shore,Switzerland,10070,61.21,96.15,23.76,0
Heinzenberg mountain and surrounding valleys,Switzerland,10071,367.99,63.45,20.65,0
Villacher Alpe-Dobratsch,Austria,10072,106.42,82.23,21.91,0
Valley of the Syre,Luxembourg,10073,28.99,92.3,40,0
The valley of the Otava a Vltava rivers,Czech Republic,10073,268.6,98.34,19.27,0
Srednja Sava,Slovenia,10075,183.56,93.51,46.37,0
Haut Giffre,France,10076,279.4,95.73,23.72,0
"Haute chaîne du Jura: défilé de l'écluse, Etournel et Mont Vuache",France,10077,242.81,99.02,22.61,0
Kwiecewo Site,Poland,10078,40.51,35.01,25.73,0
Wkra and Mlawka Rivers Valleys,Poland,10079,516.95,98.8,31.37,0
Nemitzer Heide,Germany,10080,33.16,93.75,19.28,0
Landgraben and Dumme lowlands,Germany,10081,180.63,93.11,21.97,0
Lac et marais du Bourget,France,10082,175.22,91.77,30.39,0
Aisch-Regnitz-Grund,Germany,10083,648.01,75.59,32.02,0
Iles du Haut-Rhône,France,10084,62.54,88.46,15.81,0
Colblitz-Letzlinger Heide,Germany,10085,226.55,97.22,25.06,0
Barnbruch,Germany,10086,52.45,96,40.22,0
Braunschweig sewage farms,Germany,10087,10.52,39.99,35.66,0
Bastau lowlands,Germany,10088,79.97,97.37,50.54,0
Leine valley Koldingen-Ruthe,Germany,10088,21.07,90.01,48.55,0
Maifeld Kaan-Lonnig,Germany,10090,52.76,87.5,32.61,0
Przysowia and Sludwia River valley,Poland,10090,90.57,97.67,17.01,0
Lahn slopes,Germany,10092,98.9,88.88,24.48,0
Rozdalovické rybníky ponds,Czech Republic,10093,116.55,96.23,27.2,0
Hildesheim forest,Germany,10094,84.56,65,21.74,0
Ner River Valley,Poland,10095,122.71,98.28,29.8,0
Grintovci,Slovenia,10096,555.43,98.29,17.49,0
Karavanke,Slovenia,10097,194.43,97.56,20.51,0
Aletsch region,Switzerland,10098,85.47,80.56,26.92,0
Bzura River Valley,Poland,10099,213.55,92.07,28.13,0
Oker valley near Vienenburg,Germany,10100,48.77,86.96,31.97,0
Thanet Coast and Sandwich Bay,United Kingdom,10101,64.57,96.67,43.92,0
Davert,Germany,10101,110.56,94.23,29.05,0
Lower Röder valley and Colmnitzer Platte,Germany,10103,176.28,89.01,36.03,0
Weerter-and Budelerbergen,Netherlands,10104,58.16,96.3,36.18,0
Oberlausitzer Gefilde near Weißenberg,Germany,10105,94.96,97.73,30.18,0
Widawa and Olesnica River Valley,Poland,10105,28.1,76.92,34.2,0
Middle and Lower Mosel,Germany,10107,460.46,99.52,26.86,0
Kralicky Sneznik,Czech Republic,10107,468.32,99.53,19.87,0
Tailles,Belgium,10109,125.48,91.23,20.08,0
Novara heronries,Italy,10110,9.66,74.95,25.29,0
Maifeld Einig-Naunheim,Germany,10110,30.8,85.71,27.26,0
Vercelli rice-fields,Italy,10112,314.99,50.78,29.22,0
Lomellina and Heronries of Pavia province,Italy,10113,371.35,96.74,28.95,0
River Po from Dora Baltea mouth to Scrivia mouth,Italy,10114,408.04,88.11,35.07,0
Taro river,Italy,10115,58.49,74.97,37.76,0
Rilievi ad Est di Bobbio e valle del Trebbia,Italy,10116,161.29,87.88,21.17,0
"Parco dell'Antola, Vobbia, Laghi Brugneto e Marcotto, Roccabruna, Gifarco, Val Boreca e alto Trebbia",Italy,10117,468.12,85.34,19.75,0
Beigua e Monte Dente,Italy,10118,272.72,98.2,18,0
"Monte Zatta, Passo Bocco e Passo Chiapparino",Italy,10119,93.58,94.74,29.83,0
Padule e Tombolo di Bolgheri,Italy,10120,12.54,79.99,38.94,0
Croix-Scaille,Belgium,10121,365.59,82.43,20.47,0
Daverdisse,Belgium,10122,210.08,90.52,18.12,0
Komarov,Czech Republic,10123,64.1,72.42,29.13,0
Upper Valley of the Our,Luxembourg,10124,57.43,96.15,27.47,0
Rheingau,Germany,10125,103.96,74.48,30.77,0
Trascău Mountains,Romania,10126,1215.99,90.25,26.23,0
Dolomites,Italy,10127,619.18,99.24,17.97,0
Northern Black Forest,Germany,10128,1726.48,83.34,19.11,0
"Orchards, heathlands and forests around Weil der Stadt",Germany,10129,142.99,95.24,46.06,0
Northern Danube valley and southern Riesalb,Germany,10130,290.76,90.63,22.36,0
Isar valley: Gottfrieding - Plattling incl. Isar mouth,Germany,10131,190.76,90.47,35.47,0
Mosel valley and lower Sauer valley,Germany,10132,577,93.46,30.13,0
